公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,来源网站,记录时间,_url,
武汉市东西湖冀龙起重工具经营部,湖北 武汉市东西湖区 现代五金机电市场13栋17-18号,2783238187,"手拉葫芦 , 电动葫芦 , 手板葫芦 , 永磁吸盘 , 起重滑车 , 起重卸扣 ,  吊钩和锁具配件 , 钢丝绳 , 链条吊索 , 建筑卷扬机 , 手动绞盘 , 防爆起重工具 ,  各种紧线器 , 弹簧平衡器 , 电子吊称 , 单轨行车 , 起重链条 , 钢板起重钳 , 吊装带 , 安全防护系列 , 千斤顶 ",张瑜,15926494222,,,430000,吸盘公司,,,,,"法人名称：武汉市东西湖冀龙起重工具经营部主要经营产品：手拉葫芦 , 电动葫芦 , 手板葫芦 , 永磁吸盘 , 起重滑车 , 起重卸扣 ,  吊钩和锁具配件 , 钢丝绳 , 链条吊索 , 建筑卷扬机 , 手动绞盘 , 防爆起重工具 ,  各种紧线器 , 弹簧平衡器 , 电子吊称 , 单轨行车 , 起重链条 , 钢板起重钳 , 吊装带 , 安全防护系列 , 千斤顶 经营范围：起重工具零售（国家有专项规定的项目需取得有效审批文件后在有效期内方可经营）。营业执照号码：420112600133468经营状态：在业成立时间：2011年01月01日职员人数：5人所属分类：吸盘公司所属城市：武汉企业网 东西湖区 顺企编码：19904138",,https://www.11467.com/wuhan/co/159021.htm,
香港汇富贸易有限公司,广东 广州市天河区 林乐路中怡城市花园E-3108,(020)2038211831,"塑料梳子 , 耳挖饰品 , 儿童梳子 , 非洲扁梳 , 拳头梳 , 来样加工 , 注塑产品 , 吊装带 , 拉紧器 ,  脚轮 ",杨晓毅,13570971167,,,510000,广州企业网 天河区 ,,,,,"法人名称：香港汇富贸易有限公司主要经营产品：塑料梳子 , 耳挖饰品 , 儿童梳子 , 非洲扁梳 , 拳头梳 , 来样加工 , 注塑产品 , 吊装带 , 拉紧器 ,  脚轮 经营状态：在业成立时间：2012年01月01日职员人数：5人注册资本：10 (万元)所属分类：ABS再生料公司所属城市：广州企业网 天河区 顺企编码：19787506",,https://www.11467.com/guangzhou/co/559486.htm,
上海扬名纺织品有限公司,上海 上海 上海市浦东新区 合庆镇星升路19号,2161550540,"服装辅料织带 , 箱包织带 , 吊带胸卡带 , 尼龙带 , 吊装带 ,  缎带 , 印花带 , 捆绑带 , 涤纶带 , 缎带纱带 , 棉织带 , 松紧带 , 汽车安全带 , PP带 , 帆布带 ,  纱带 ,  丝带 , 丙纶带 , 平纹带 , 人字带 ",张凯,15000260387,,,200000,50 (万元),,,,,"法人名称：上海扬名纺织品有限公司主要经营产品：服装辅料织带 , 箱包织带 , 吊带胸卡带 , 尼龙带 , 吊装带 ,  缎带 , 印花带 , 捆绑带 , 涤纶带 , 缎带纱带 , 棉织带 , 松紧带 , 汽车安全带 , PP带 , 帆布带 ,  纱带 ,  丝带 , 丙纶带 , 平纹带 , 人字带 经营范围：针纺织品加工销售；服装服饰及辅料，床上用品，纺织原料，家居用品，箱包，鞋帽，橡塑制品，日用百货，五金交电，建材（除危险品），皮具，玩具，工艺礼品，文具用品，办..营业执照号码：310117002888515经营状态：在业成立时间：2011年01月01日职员人数：11人注册资本：50 (万元)所属分类：洗涤标、商标公司所属城市：上海企业网 浦东新区 浦东新区合庆镇顺企编码：19575255",,https://www.11467.com/shanghai/co/1090950.htm,
泰州市高港区康力吊装设备厂,泰州 泰州市高港区口岸街道东兴街5号,13357797178,"安全带 , 安全绳 , 安全网 , 吊装带 , 防坠器 , 钢板吊钩 , 链条锁具 ,  软梯 , 永磁吸盘 ",周琴,15052409165,,,没有,2011年11月2日,,,,泰州企业网 靖江市 靖江市东兴镇,"法人名称：泰州市高港区康力吊装设备厂主要经营产品：安全带 , 安全绳 , 安全网 , 吊装带 , 防坠器 , 钢板吊钩 , 链条锁具 ,  软梯 , 永磁吸盘 经营范围：吊索具、钢丝绳、绳网带（不含塑料、橡胶制品）、五金工具制造，销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203585517725T发证机关：泰州市高港工商行政管理局核准日期：2016-06-06经营状态：在业成立时间：2011年11月02日职员人数：101人注册资本：30万元 (万元)所属分类：安全带、安全绳公司所属城市：泰州企业网 靖江市 靖江市东兴镇类型：个人独资企业顺企编码：19486660",,https://www.11467.com/taizhoushi/co/53569.htm,
深圳市捷达包装制品有限公司,深圳 深圳市宝安区沙井街道北环路辛养岗头工业区第十四栋一楼,15815542861,"木箱 , 熏蒸木箱 , 出口木箱 , 钢带木箱 ,  大型设备吊装运输 , 真空包装木箱 ,  卡板/托盘/底座 ,  定做木箱 ,  上门木箱打包装 , 镀锌钢带钢扣 , 真空包装材料 ,  包装材料铝箔膜 , 卡扣木箱 , 出口木箱 , 免熏蒸木箱 ,  机器设备出口真空打包装 ,  出口消毒带证书木箱 , 木箱包边钢带 , 模具木箱 , 折叠木箱 ",郑元杰,13418588650,,,zhgqu@126.com,存续,,,,运输搬运设备公司,"法人名称：深圳市捷达包装制品有限公司主要经营产品：木箱 , 熏蒸木箱 , 出口木箱 , 钢带木箱 ,  大型设备吊装运输 , 真空包装木箱 ,  卡板/托盘/底座 ,  定做木箱 ,  上门木箱打包装 , 镀锌钢带钢扣 , 真空包装材料 ,  包装材料铝箔膜 , 卡扣木箱 , 出口木箱 , 免熏蒸木箱 ,  机器设备出口真空打包装 ,  出口消毒带证书木箱 , 木箱包边钢带 , 模具木箱 , 折叠木箱 经营范围：木箱、卡箱、卡板、木方、纸箱、纸托盘、铁箱的销售；包装材料，建筑材料、塑胶制品的销售；国内贸易，货物及技术进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外；涉及行政许可的，须取得行政许可文件后方可经营）^木箱、卡箱、卡板、木方、纸箱、纸托盘、铁箱的生产。营业执照号码：440306105393083发证机关：深圳市市场监督管理局核准日期：2014-08-21经营期限：10年经营状态：存续成立时间：2011年05月12日职员人数：51人注册资本：10 (万元)所属分类：运输搬运设备公司所属城市：深圳企业网 宝安区 宝安区沙井类型：有限责任公司顺企编码：19473804",,https://www.11467.com/shenzhen/co/845087.htm,
泰州市正恩通用设备有限公司,江苏 泰州市高港区 江苏省许庄街道孔桥集镇南街,52387903333,"随车工具 , 千斤顶 , 钢丝绳索具 ,  泵阀类 , 液压升压机 , 液压扳手 , 轴承加热器 , 弯管机 , 搬运车 , 液压吊车 , 冶金夹具 , 吊具 ,  合成纤维吊装带 ,  钢板钳及特种吊钳 ,  卸扣 , 链条锁具 , 索具配件 , 配套产品 ",杨正亚,15961019259,,,225300,在业,,,,工具套件公司,"法人名称：泰州市正恩通用设备有限公司主要经营产品：随车工具 , 千斤顶 , 钢丝绳索具 ,  泵阀类 , 液压升压机 , 液压扳手 , 轴承加热器 , 弯管机 , 搬运车 , 液压吊车 , 冶金夹具 , 吊具 ,  合成纤维吊装带 ,  钢板钳及特种吊钳 ,  卸扣 , 链条锁具 , 索具配件 , 配套产品 经营范围：通用设备、吊索具、绳网带（不含塑料、橡胶制品）、液压工具、五金工具、机械配件生产和销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212035767133880发证机关：泰州市高港工商行政管理局核准日期：2016-06-15经营期限：10年经营状态：在业成立时间：2011年06月17日职员人数：101人注册资本：100万元 (万元)所属分类：工具套件公司所属城市：泰州企业网 高港区 高港区许庄类型：有限责任公司(自然人独资)顺企编码：19452566",,https://www.11467.com/taizhoushi/co/53401.htm,
泰州市美联织带有限公司,泰州 泰州市开发区寺巷街道健康村二组,15850879890,"织带 ,  线 , 丙纶丝 , 吊装带 , 安全带 , 电工安全带 , 高强缝纫线 , 丙纶包边带 , 缝纫线 , 松紧带 , 丙纶织带 , 涤纶织带 , 汽车安全带 , 涤纶织带 ",陆少锋,15850879890,,,993190311@QQ.COM,在业,,,,汽车安全带公司,"法人名称：泰州市美联织带有限公司主要经营产品：织带 ,  线 , 丙纶丝 , 吊装带 , 安全带 , 电工安全带 , 高强缝纫线 , 丙纶包边带 , 缝纫线 , 松紧带 , 丙纶织带 , 涤纶织带 , 汽车安全带 , 涤纶织带 经营范围：吊装带、安全带、绳、网、拉紧器、体育器材、帐篷、吊床、皮革制品加工销售，服装辅料销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212915767162477发证机关：泰州医药高新技术产业开发区市场监督管理局核准日期：2014-01-24经营期限：10年经营状态：在业成立时间：2011年06月09日职员人数：11人注册资本：50 (万元)所属分类：汽车安全带公司所属城市：泰州企业网 海陵区 海陵区寺巷镇类型：有限责任公司(自然人独资)顺企编码：19443322",,https://www.11467.com/taizhoushi/co/53388.htm,
珠海市神州起重吊具经营部, 广东 珠海市斗门区 井岸尖峰前路461号,7566825588,"吊装带 , 安全吊装绳 , 钢丝绳吊装 , 链条索具 ,  吊钩 , 抓钩 ,  卸扣 ,  吊环 , 钢丝绳护角 , 链条连接器 ,  花兰 ,  横吊钢板起重钳 ,  竖吊钢板起重钳 , 永磁吸盘 , 冶金吊夹具 , 平衡吊梁 ,  软梯 , 安全网 , 吊网 , 安全带 , 防坠器 , 搬运车 ",郭鉴波,13928059388,,,,,,,,,"法人名称：珠海市神州起重吊具经营部主要经营产品：吊装带 , 安全吊装绳 , 钢丝绳吊装 , 链条索具 ,  吊钩 , 抓钩 ,  卸扣 ,  吊环 , 钢丝绳护角 , 链条连接器 ,  花兰 ,  横吊钢板起重钳 ,  竖吊钢板起重钳 , 永磁吸盘 , 冶金吊夹具 , 平衡吊梁 ,  软梯 , 安全网 , 吊网 , 安全带 , 防坠器 , 搬运车 经营状态：在业成立时间：2010年01月01日职员人数：51人所属分类：卸扣公司顺企编码：19386175",,https://www.11467.com/qiye/19386175.htm,
上海轴研吊索具（国际）贸易有限公司,上海 上海 上海市普陀区 远景路中远两湾城97弄41号2502室,2161175856,"索具 , 钢丝绳 ,  卸扣 , 吊装带 , 压套机 , 插套机 ,  吊环 ,  吊钩 ",陶先生,13681644221,,,200000,上海企业网 普陀区 ,,,,,"法人名称：上海轴研吊索具（国际）贸易有限公司主要经营产品：索具 , 钢丝绳 ,  卸扣 , 吊装带 , 压套机 , 插套机 ,  吊环 ,  吊钩 经营状态：在业成立时间：2010年01月01日职员人数：11人注册资本：100 (万元)所属分类：卸扣公司所属城市：上海企业网 普陀区 顺企编码：19386174",,https://www.11467.com/shanghai/co/1084660.htm,
上海的鸿起重设备有限公司,上海 上海 上海市嘉定区 嘉定区嘉定工业园,2139196300,"钢丝绳 , 链条索具 , 花兰螺丝 , 链条成套索具 , 吊装带 , 手拉葫芦 , 高强度卸扣 , 钢板钳 ,  无接头绳圈链条 , 链条索具 ,  卸扣 ,  吊钩 , 吊环螺钉 , 船舶配件 ,  插编 ,  压制钢丝绳索具 , L钢板起重钳 ,  缆绳 , 手扳葫芦 , 梨形环 ",李永新,18019262300,,,200000,50 (万元),,,,,"法人名称：上海的鸿起重设备有限公司主要经营产品：钢丝绳 , 链条索具 , 花兰螺丝 , 链条成套索具 , 吊装带 , 手拉葫芦 , 高强度卸扣 , 钢板钳 ,  无接头绳圈链条 , 链条索具 ,  卸扣 ,  吊钩 , 吊环螺钉 , 船舶配件 ,  插编 ,  压制钢丝绳索具 , L钢板起重钳 ,  缆绳 , 手扳葫芦 , 梨形环 经营范围：起重设备及配件、船舶设备及配件、五金交电、机械设备、五金工具、建筑材料、机电设备、办公设备、文化用品、金属材料、针纺织品的销售，货物运输代理。【企业经营涉及行..营业执照号码：310114002217520经营状态：在业成立时间：2010年01月01日职员人数：101人注册资本：50 (万元)所属分类：卸扣公司所属城市：上海企业网 嘉定区 嘉定区嘉定镇顺企编码：19386118",,https://www.11467.com/shanghai/co/1084655.htm,
天津市东丽区恒豪起重设备经销部,天津 天津 天津市东丽区 大毕庄五金城B16-108,2226791534,"钢丝绳 , 手拉葫芦 , 电动葫芦 , 环链葫芦 , 吊装带 , 起重链条 , 手扳紧线器 , 开口钩 , 千斤顶 , 起重钳 , 多功能提升机 ,  叉车 ,  卸扣 , 压套机 , 起重滑车 , 坦克搬运车 ,  吸盘 , 起重工具 , 微型电动葫芦 , 手摇绞车 ",史明辉,15900285586,,,300000,2011年1月1日,,,,个体工商户,"法人名称：天津市东丽区恒豪起重设备经销部主要经营产品：钢丝绳 , 手拉葫芦 , 电动葫芦 , 环链葫芦 , 吊装带 , 起重链条 , 手扳紧线器 , 开口钩 , 千斤顶 , 起重钳 , 多功能提升机 ,  叉车 ,  卸扣 , 压套机 , 起重滑车 , 坦克搬运车 ,  吸盘 , 起重工具 , 微型电动葫芦 , 手摇绞车 经营范围：起重设备及其配件、五金工具、劳保用品、钢丝绳、吊索具批发兼零售。(国家有专项专营规定的，按规定执行；涉及行业许可的，凭批准文件、证件经营)营业执照号码：120110600146681发证机关：天津市东丽区市场和质量监督管理局核准日期：2011-01-18经营状态：存续成立时间：2011年01月01日职员人数：5人所属分类：其他工程与建筑机械公司所属城市：天津企业网类型：个体工商户顺企编码：19315384",,https://www.11467.com/qiye/19315384.htm,
临沂市兰山区祥源索具经营部,山东 临沂市兰山区 临沂站前商场A区18号,5398310674,"矿用钢丝绳 , 涤纶吊装带 , 大棚钢丝 , 玛钢卡头 , 镀锌钢丝绳 , 包皮钢丝绳 , 南通弹簧钢丝 , 手拉葫芦 , 电动葫芦 , 液压千斤顶 ",姚绍义,13953949627,,,276000,起重机公司,,,,,"法人名称：临沂市兰山区祥源索具经营部主要经营产品：矿用钢丝绳 , 涤纶吊装带 , 大棚钢丝 , 玛钢卡头 , 镀锌钢丝绳 , 包皮钢丝绳 , 南通弹簧钢丝 , 手拉葫芦 , 电动葫芦 , 液压千斤顶 经营范围：五金机电（需凭许可证经营的凭有效许可证经营）营业执照号码：371302600339138经营状态：在业成立时间：2011年01月01日职员人数：51人所属分类：起重机公司所属城市：临沂企业网 兰山区 兰山区兰山顺企编码：19314611",,https://www.11467.com/qiye/19314611.htm,
石家庄市金具电力设备制造有限公司,石家庄 河北 晋州市 河北省电力器材工业开发区,31184395430,"绝缘操作杆系列 , 验电器系列 ,  各种标识牌 ,  安全帽鞋手套防护服 , 线路金具系列 , 隔离开关系列 ,  安全带脚扣登高板系列 ,  液压拉力机等试验机系列 , 绝缘梯凳系列 , 升降平台系列 , 围栏系列 , 工具柜系列 ,  安全绳吊装带系列 ,  绝缘胶板胶垫驱鸟器系列 ,  高空防坠保护系列 ,  接地棒铜线系列 ,  滑轮紧线器系列 ",李君伟,18132022433,,,50000,存续（在营、开业、在册）,,,,压力试验机公司,"法人名称：石家庄市金具电力设备制造有限公司主要经营产品：绝缘操作杆系列 , 验电器系列 ,  各种标识牌 ,  安全帽鞋手套防护服 , 线路金具系列 , 隔离开关系列 ,  安全带脚扣登高板系列 ,  液压拉力机等试验机系列 , 绝缘梯凳系列 , 升降平台系列 , 围栏系列 , 工具柜系列 ,  安全绳吊装带系列 ,  绝缘胶板胶垫驱鸟器系列 ,  高空防坠保护系列 ,  接地棒铜线系列 ,  滑轮紧线器系列 经营范围：绝缘材料、机械设备、电气元器件、五金交电、交通设施、电线电缆、仪器仪表的销售。（以上全部范围法律、法规及国务院决定禁止或者限制的事项，不得经营；需其它部门审批的事项，待批准后，方可经营）营业执照号码：130100000283403发证机关：晋州市工商行政管理局核准日期：2011-05-19经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2010年01月01日职员人数：301人注册资本：50 (万元)所属分类：压力试验机公司所属城市：石家庄企业网 晋州市 晋州市晋州镇类型：有限责任公司顺企编码：19306572",,https://www.11467.com/shijiazhuang/co/178545.htm,
上海山雁起重机械有限公司,上海 上海市金山区朱泾镇仙居路218号1幢118室B座,86 021  64594817,"吊装带 , 牵引器 , 手拉葫芦 , 手板葫芦 , 电动葫芦 , 汽车捆绑器 , 小车固定器 ,  滑车  , 手推跑车 ",蔡克辉,13832265188,,,200436,存续（在营、开业、在册）,,,,上海企业网 金山区 金山区朱泾镇,"法人名称：上海山雁起重机械有限公司主要经营产品：吊装带 , 牵引器 , 手拉葫芦 , 手板葫芦 , 电动葫芦 , 汽车捆绑器 , 小车固定器 ,  滑车  , 手推跑车 经营范围：起重机械设备及配件、五金工具销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】营业执照号码：310228001266452发证机关：金山区市场监管局核准日期：2009-11-11经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2009年11月11日注册资本：人民币50万 (万元)所属分类：机械其他未分类公司所属城市：上海企业网 金山区 金山区朱泾镇类型：有限责任公司顺企编码：18248621",,https://www.11467.com/shanghai/co/40577.htm,
北京文海腾达经营部,北京 北京市朝阳区成寿寺路131号,86-010-52403127 ,"龙门架 , 电动葫芦 , 千斤顶 , 永磁起重器 , 电子吊秤 , 平衡器 , 吊装带 , 吊索具 ",未提供,13121289882,,,100000,17370601,,,,,"法人名称：北京文海腾达经营部主要经营产品：龙门架 , 电动葫芦 , 千斤顶 , 永磁起重器 , 电子吊秤 , 平衡器 , 吊装带 , 吊索具 经营状态：在业成立时间：2009年11月03日注册资本：人民币10 万元 (万元)所属分类：千斤顶公司所属城市：北京企业网 朝阳区 顺企编码：17370601",,https://www.11467.com/beijing/co/697281.htm,
北京京晟鼎力起重设备有限公司,北京 北京市门头沟区石龙经济开发区永安路20号3幢B1-0371室,13811190854,"钢丝绳电动葫芦  , 环链电动葫芦 , 防爆电动葫芦 , 冶金电动葫芦 , 手拉葫芦 , 手板葫芦 , 起重滑车 , 千斤顶 , 起重链条 , 钢板起重钳 , 吊装带吊索具 ",赵娜,13811190854,,,13811190854@163.com,开业,,,,千斤顶公司,"法人名称：北京京晟鼎力起重设备有限公司主要经营产品：钢丝绳电动葫芦  , 环链电动葫芦 , 防爆电动葫芦 , 冶金电动葫芦 , 手拉葫芦 , 手板葫芦 , 起重滑车 , 千斤顶 , 起重链条 , 钢板起重钳 , 吊装带吊索具 经营范围：销售起重机械设备、机电设备、建筑材料、五金交电、印刷设备及配件、文化用品、化工产品（不含化学危险品及一类易制毒化学品）、家用电器、轴承。营业执照号码：110109013754855发证机关：门头沟分局核准日期：2014-09-26经营期限：10年经营状态：开业成立时间：2011年04月11日职员人数：60人注册资本：100 万元 (万元)所属分类：千斤顶公司所属城市：北京企业网 石景山区 类型：有限责任公司(自然人独资)顺企编码：16999365",,https://www.11467.com/beijing/co/703124.htm,
烟台悦航起重工具有限公司,烟台 烟台市幸福南路11号国际五金城A10-19,13589852612,"起重工具 ,  进口（国产）手拉葫芦  , 电动葫芦 , 磁力吸盘 , 手扳葫芦 , 钢板吊钳 , 吊装带 , 千斤顶 ",张玉娟,13589852612,,,111111@163.com,在营,,,,10 (万元),"法人名称：烟台悦航起重工具有限公司主要经营产品：起重工具 ,  进口（国产）手拉葫芦  , 电动葫芦 , 磁力吸盘 , 手扳葫芦 , 钢板吊钳 , 吊装带 , 千斤顶 经营范围：起重工具、五金交电、钢材、建材、木材、日用百货的批发、零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。营业执照号码：370602200038787发证机关：烟台市芝罘区市场监督管理局核准日期：2016-04-22经营期限：10年经营状态：在营经营模式：经销批发成立时间：2010年03月24日职员人数：11人注册资本：10 (万元)所属分类：其他行业专用设备公司所属城市：烟台企业网 芝罘区 芝罘区只楚类型：有限责任公司(自然人独资)顺企编码：15059580",,https://www.11467.com/yantai/co/125128.htm,
泰州市新丰索具有限公司,泰州 口岸街道高永路东侧4号 - ,86-0523-86918722 ,"安全绳 ,  软梯  , 安全网 , 柔性吊装带 , 扁平吊装带 ,  索具  ,  合成纤维吊装带 ",陆亚军,13338875198,,,225300,在业,,,,泰州企业网 高港区 高港区口岸,"法人名称：泰州市新丰索具有限公司主要经营产品：安全绳 ,  软梯  , 安全网 , 柔性吊装带 , 扁平吊装带 ,  索具  ,  合成纤维吊装带 经营范围：吊索具、吊装设备、绳、网、带（以上产品不含塑料、橡胶制品）、石油工业专用设备、专用冶金夹具、机械设备、五金工具制造，销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203560273875C发证机关：泰州市高港工商行政管理局核准日期：2016-03-24经营期限：10年经营状态：在业成立时间：2010年08月11日注册资本：1000万元人民币 (万元)所属分类：安全网公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司(自然人独资)顺企编码：12528414",,https://www.11467.com/taizhoushi/co/48587.htm,
泰州市开发区百特绳网带厂,泰州 泰州市开发区寺巷镇小寿村,13401232540,"丙纶吊带 , 酸洗吊带 , 柔性吊带 ,  合成纤维吊装带  , 迪尼玛绳 , 电力牵引绳 , 安全带 , 尼龙吊绳 ",王川,13401232640,,,225316,2009年7月1日,,,,个人独资企业,"法人名称：泰州市开发区百特绳网带厂主要经营产品：丙纶吊带 , 酸洗吊带 , 柔性吊带 ,  合成纤维吊装带  , 迪尼玛绳 , 电力牵引绳 , 安全带 , 尼龙吊绳 经营范围：许可经营项目：无 一般经营项目：吊装带、起重吊绳、吊货网、尼龙绳、安全网、安全带、软梯制造销售（凭资质经营）。营业执照号码：321291000013131发证机关：泰州医药高新技术产业开发区市场监督管理局核准日期：2009-11-23经营状态：在业成立时间：2009年07月01日注册资本：50万元 (万元)所属分类：索具公司所属城市：泰州企业网 泰兴市 泰兴市开发区类型：个人独资企业顺企编码：12526328",,https://www.11467.com/taizhoushi/co/31452.htm,
泰州市给力绳网带索具有限公司,泰州 泰州市高港区永安洲镇兴洲路21号,13951163511,"扁平吊带 , 柔性吊带 , 吊带成套索具 , 起重链条索具 , 安全网 , 收紧器 , 酸洗吊装带 , 迪尼玛吊装带 , 船用缆绳 , 钢丝绳吊装 , 索具配件 , 复合钢丝绳索具 ",袁立新,15152996921,,,jsgeili@163.com,在业,,,,安全网公司,"法人名称：泰州市给力绳网带索具有限公司主要经营产品：扁平吊带 , 柔性吊带 , 吊带成套索具 , 起重链条索具 , 安全网 , 收紧器 , 酸洗吊装带 , 迪尼玛吊装带 , 船用缆绳 , 钢丝绳吊装 , 索具配件 , 复合钢丝绳索具 经营范围：绳网带（不含塑料、橡胶制品）、吊索具制造，销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：9132120355379199XW发证机关：泰州市高港工商行政管理局核准日期：2016-05-24经营期限：10年经营状态：在业成立时间：2010年04月13日职员人数：20人注册资本：人民币800 万元 (万元)所属分类：安全网公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司(自然人独资)顺企编码：12516640",,https://www.11467.com/taizhoushi/co/48829.htm,
江苏泰州业创绳网索具厂,泰州 泰州市高港区田河育才路1号,86-0523-86932088 ,"防坠器类 , 吊装带类 , 软梯类 , 起重吊具类 , 安全绳类 , 安全网类 , 钢丝绳类 , 起重吊链类 , 卸扣类 , 吊具配件类 , 吊链配件类 ",苏杰,15370735168,,,225322,泰州企业网 高港区 ,,,,,"法人名称：江苏泰州业创绳网索具厂主要经营产品：防坠器类 , 吊装带类 , 软梯类 , 起重吊具类 , 安全绳类 , 安全网类 , 钢丝绳类 , 起重吊链类 , 卸扣类 , 吊具配件类 , 吊链配件类 经营状态：在业成立时间：2010年03月03日职员人数：60人注册资本：人民币100 万元 (万元)所属分类：安全防护用品公司所属城市：泰州企业网 高港区 顺企编码：12514465",,https://www.11467.com/taizhoushi/co/48766.htm,
泰州市巨人工索具有限公司,泰州 泰州市高港区许庄街道周梓社区一组42号,13961074987,"钢丝绳吊索具 ,  吊带  , 柔性吊装带 , 扁平吊带 , 升降平台 ",杨传俊,13961074987,,,897479334,在业,,,,泰州企业网 高港区 高港区许庄,"法人名称：泰州市巨人工索具有限公司主要经营产品：钢丝绳吊索具 ,  吊带  , 柔性吊装带 , 扁平吊带 , 升降平台 经营范围：吊索具、液压工具、机械工具、电力仪表、机械设备、消防器材、绳、网、带、钢丝绳制造，销售；线、五金工具销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203693349036Q发证机关：泰州市高港工商行政管理局核准日期：2016-05-18经营期限：10年经营状态：在业成立时间：2009年08月14日注册资本：100万元人民币 (万元)所属分类：索具公司所属城市：泰州企业网 高港区 高港区许庄类型：有限责任公司顺企编码：12501403",,https://www.11467.com/taizhoushi/co/31385.htm,
泰州市泰龙吊装设备有限公司,泰州 泰州市高港区口岸街道王营村六组,15295275666,"柔性吊装带 , 防坠器 , 钢板起重钳 , 拉紧器 , 捆绑器 , 紧固器 , C型吊钩 ",陆群,18252606668,,,363766888@qq.com,在业,,,,有限责任公司,"法人名称：泰州市泰龙吊装设备有限公司主要经营产品：柔性吊装带 , 防坠器 , 钢板起重钳 , 拉紧器 , 捆绑器 , 紧固器 , C型吊钩 经营范围：吊装设备、传动设备、绳网带（不含塑料、橡胶制品）、液压工具、包装箱（不含塑料、橡胶制品）制造，销售；建筑设备、机械设备出租；建筑工程施工（凭资质证书经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203689169649J发证机关：泰州市高港工商行政管理局核准日期：2016-05-10经营期限：10年经营状态：在业成立时间：2009年05月07日所属分类：二手安全、防护设备公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司顺企编码：12500098",,https://www.11467.com/taizhoushi/co/34938.htm,
江苏神奇吊索具有限公司,泰州 泰州市高港区口岸工业园区发展大道17号,0523-86938958,"起重吊索具 , 夹具 , 压制 , 插编钢丝绳套 , 高强纤维吊装带 , 柔性吊带 ,  ",袁彦子,13815966792,,,tzcbp@163.com,2010年6月3日,,,,泰州企业网 高港区 高港区口岸,"法人名称：江苏神奇吊索具有限公司主要经营产品：起重吊索具 , 夹具 , 压制 , 插编钢丝绳套 , 高强纤维吊装带 , 柔性吊带 ,  经营范围：吊索具、绳、网、吊装带、收紧器制造，销售；五金机电、橡塑制品、机械工具、电子产品、劳保用品、电力器材、建筑材料、汽车配件、化纤制品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212035570507504发证机关：泰州市高港工商行政管理局核准日期：2016-04-29经营状态：在业成立时间：2010年06月03日职员人数：300人注册资本：1000万元人民币 (万元)所属分类：环保其他未分类公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司顺企编码：12495059",,https://www.11467.com/taizhoushi/co/50599.htm,
玉环康鑫索具有限公司,台州 玉环县坎门街道科技工业区,86 0576  87237132,"牵引器 , 手摇绞车 , 吊装带 , 小车固定器 ,  汽车货物捆绑器  ,  汽车货物捆绑器 ",陈芳,13867606995,,,317600,人民币4万 (万元),,,,12457635,"法人名称：玉环康鑫索具有限公司主要经营产品：牵引器 , 手摇绞车 , 吊装带 , 小车固定器 ,  汽车货物捆绑器  ,  汽车货物捆绑器 经营范围：吊装绳索具、起重设备制造、销售。营业执照号码：331021000053893发证机关：玉环县市场监督管理局经营状态：存续成立时间：2009年05月12日注册资本：人民币4万 (万元)所属分类：其他电子产品制造设备公司所属城市：台州企业网 温岭市 温岭市城北类型：私营有限责任公司(自然人控股或私营性质企业控股)顺企编码：12457635",,https://www.11467.com/taizhou/co/88692.htm,
